time,edge_id,vehicle_count
20.0,1068234498#0,1
20.0,196961215#2,1
20.0,263217604#0,1
20.0,353392316#0,1
20.0,360851262#0,1
20.0,49695736#0,1
20.0,593847701,1
20.0,593847702#3,1
20.0,593852346,1
20.0,:622618112_2,1
20.0,:cluster_5372642442_631668976_631668981_631669076_21,1
40.0,-300077497#5,1
40.0,1068234499#0,1
40.0,263217604#0,1
40.0,288878926#0,1
40.0,49695736#0,1
40.0,506322844#0,1
40.0,593847702#3,2
40.0,594658762#0,1
40.0,:3086736518_1,1
40.0,:622618144_4,1
40.0,:622618230_3,1
40.0,:cluster_5372642442_631668976_631668981_631669076_6,1
60.0,-300077497#5,1
60.0,1068234499#0,1
60.0,182334379#0,2
60.0,263217604#0,1
60.0,353392316#0,1
60.0,506322846#2,1
60.0,506322851#0,1
60.0,593847704#0,1
60.0,593849718#0,1
60.0,593849724,1
60.0,593852346,2
60.0,:655375336_9,1
80.0,1068234499#0,1
80.0,182334378#0,1
80.0,182334379#0,1
80.0,238526531#0,1
80.0,263217604#0,1
80.0,360851262#0,1
80.0,49073264#0,1
80.0,593847702#3,1
80.0,593849724,2
80.0,593852346,1
80.0,:cluster_5372642442_631668976_631668981_631669076_21,1
80.0,:cluster_5372642442_631668976_631668981_631669076_29,1
80.0,:cluster_5372642442_631668976_631668981_631669076_6,1
100.0,-593849724,1
100.0,1068234499#0,3
100.0,182334378#0,1
100.0,196961379#0,1
100.0,263217604#0,1
100.0,360851262#0,1
100.0,506322844#0,1
100.0,593847702#3,1
100.0,593849711#0,1
100.0,:622618230_3,1
100.0,:cluster_5372642442_631668976_631668981_631669076_1,1
120.0,-300077497#5,1
120.0,-300077497#8,1
120.0,1068234498#0,1
120.0,1068234499#0,3
120.0,182334378#0,1
120.0,263217604#0,1
120.0,49073272#0,1
120.0,593847702#3,2
120.0,593852346,2
120.0,594658762#0,1
120.0,668037874,1
140.0,-300077497#5,3
140.0,-593847703#3,2
140.0,1068440004#1,1
140.0,263217604#0,1
140.0,360851262#0,1
140.0,49073274,1
140.0,506322844#0,1
140.0,593852346,1
140.0,594658762#0,1
140.0,668037874,1
160.0,-300077497#5,1
160.0,1068440004#1,1
160.0,182334378#0,3
160.0,263217604#0,1
160.0,268564473#0,1
160.0,353392316#0,1
160.0,360851262#0,1
160.0,49695736#0,1
160.0,506322851#0,1
160.0,593847703#0,1
160.0,593847704#0,1
160.0,593849711#0,1
160.0,668037874,1
180.0,-300077497#5,2
180.0,182334378#0,3
180.0,263217604#0,1
180.0,353392316#0,1
180.0,360851262#0,1
180.0,49073272#0,1
180.0,593852346,1
180.0,668037874,1
180.0,:622618108_5,1
180.0,:cluster_2528018119_655375236_22,1
180.0,:cluster_5372642442_631668976_631668981_631669076_22,1
200.0,-593847703#3,1
200.0,182334378#0,3
200.0,182334379#0,1
200.0,263217604#0,1
200.0,300077497#6,1
200.0,360851262#0,1
200.0,593852346,1
200.0,594658762#0,1
200.0,668037874,1
200.0,:2444664370_0,1
200.0,:622618197_2,1
200.0,:622618197_5,1
200.0,:655375336_9,1
220.0,-593847703#3,1
220.0,1068234498#0,1
220.0,1068440004#1,2
220.0,263217604#0,2
220.0,360851262#0,1
220.0,593847702#3,1
220.0,593849711#0,1
220.0,593849724,1
220.0,668037874,2
220.0,:655375239_3,1
220.0,:655375240_1,1
240.0,-300077497#5,1
240.0,1068440004#1,2
240.0,263217604#0,3
240.0,360851262#0,1
240.0,506322844#0,1
240.0,593847702#3,1
240.0,593849711#0,1
240.0,668037874,2
240.0,:622618230_5,1
260.0,-300077497#5,2
260.0,-51362429#1,1
260.0,263217604#0,3
260.0,353392316#0,1
260.0,360851262#0,2
260.0,49073264#0,1
260.0,506322851#0,1
260.0,593847702#3,1
260.0,593852346,2
260.0,668037874,2
280.0,-300077497#5,1
280.0,-51362429#1,1
280.0,-593847703#3,1
280.0,182334378#0,1
280.0,263217604#0,3
280.0,353392316#0,1
280.0,593852346,2
280.0,594658762#0,2
280.0,668037874,2
300.0,-300077497#5,2
300.0,-593847703#3,1
300.0,1068440004#1,1
300.0,263217604#0,3
300.0,288135626#0,1
300.0,49073226#2,1
300.0,668037874,2
